c	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Bien	Tipo de Implicado (1)	Tipo de Implicado	Víctimas Fatales	Lesionados	Fuente																	
24	2	2002	Cauca	Bolívar	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 76																	
24	2	2002	Cauca	Patía (El Bordo)	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 76																	
25	2	2002	Cesar	La Paz (Robles)	Vía La Paz - Chiriguaná	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 79																	
28	2	2002	Arauca	Arauquita		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 82																	
28	2	2002	Cundinamarca	Zipaquirá		Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 82																	
28	2	2002	Magdalena	Ciénaga	Corregimiento Orihueca - Vereda Iberia	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 82																	
1	3	2002	Arauca	Saravena	IP Puerto Banadia	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 85																	
1	3	2002	Bolívar	San Pablo	Zona Rural	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 84																	
1	3	2002	Chocó	El Carmen		Sabotaje	Infraestructura Eléctrica y Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 85																	
1	3	2002	Huila	Neiva	IP San Adolfo	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 84																	
1	3	2002	Huila	Pitalito		Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 85																	
1	3	2002	Norte de Santander	Toledo	IP Bojaba	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 84																	
1	3	2002	Santander	Bucaramanga	Vía Bucaramanga - Barrancabermeja	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 84																	
3	3	2002	Norte de Santander	Sardinata	IP Luís Vero	Asesinato Selectivo-Quema de Vehículos	Medio de Transporte	Grupo Armado No Identificado	Grupo Armado No Identificado	 		Noche y Niebla # 23 Pp. 86																	
4	3	2002	Tolima	Prado	Cabecera Municipal	Asesinato Selectivo	Vivienda	Grupo Armado No Identificado	Grupo Armado No Identificado	 		Noche y Niebla # 23 Pp. 88																	
4	3	2002	Caldas	Salamina	Corregimiento San Felix	Ataque a Propiedad	Propiedad Rural - Mercancia u objetos materiales	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 88																	
4	3	2002	Bolívar	Maria La Baja	Zona Rural	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 88																	
4	3	2002	Tolima	Cajamarca	Sitio Los Chorros	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 88																	
4	3	2002	Boyacá	El Cocuy	Cerro Mahoma	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 89																	
4	3	2002	Meta	San Martín	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 89																	
4	3	2002	Sucre	Los Palmitos	Corregimiento Sabanas de Pedro	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 88																	
5	3	2002	Valle del Cauca	Buenaventura	IP Cisnero	Acciones Bélicas		Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 88																	
5	3	2002	Antioquia	San Carlos	IP Juanes	Asesinato Selectivo-Quema de Vehículos	Medio de Transporte	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 23 Pp. 92																	
5	3	2002	Cesar	Valledupar	Corregimiento Mariangola-Sitio Puente Pesquero	Asesinato Selectivo-Quema de Vehículos	Medio de Transporte	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 23 Pp. 91																	
5	3	2002	Tolima	Cajamarca	Sitio La Paloma	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 91																	
5	3	2002	Tolima	Ibagué	Corregimiento Gamboa	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 90																	
5	3	2002	Valle del Cauca	Buenaventura	IP Cisneros	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC	 		 Noche y Niebla # 23 Pp. 91																	
5	3	2002	Bolívar	El Carmen de Bolívar		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 91																	
5	3	2002	Caldas	La Victoria	Corregimiento La Pradera	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 91																	
5	3	2002	Sucre	Los Palmitos	Corregimiento El Piñal	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 90																	
5	3	2002	Antioquia	Briceño	Vereda Santa Ana	Sabotaje-Quema de Vehículos	Medios de Transporte - Material Electoral	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 89																	
6	3	2002	Bolívar	San Jacinto		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 93																	
7	3	2002	Antioquia	Santa Barbara	Sitio Casablanca	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 94																	
7	3	2002	Cauca	Popayán	Sector Morinda	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 94																	
7	3	2002	Antioquia	Guatapé		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 94																	
7	3	2002	Sucre	Toluviejo	Cabecera Municipal	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 94																	
8	3	2002	Bolívar	El Carmen de Bolívar	Vereda La Negra	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 95																	
8	3	2002	Risaralda	Quinchía	Corregimiento Irra - Sector El Callao	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 95																	
8	3	2002	Antioquia	San Rafael	Zona Rural	Sabotaje	Infraestructura Víal - Propiedad Rural	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 96																	
8	3	2002	Cauca	Bolívar	IP Mazamorras	Sabotaje	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 95																	
8	3	2002	Nariño	Tumaco	IP Llorente	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 95																	
9	3	2002	Arauca	Saravena		Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 97																	
9	3	2002	Bolívar	Cartagena	Sector de Henequen	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 96																	
10	3	2002	Huila	Baraya	Zona Rural	Asesinato Selectivo-Sabotaje	Material Electoral	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 23 Pp. 97																	
10	3	2002	Nariño	Pasto	Cerro Cruz de Amarillo	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 99																	
10	3	2002	Putumayo	Mocoa	Sitio Naranjito	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 98																	
10	3	2002	Sucre	Los Palmitos	Vereda La Soledad	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 97																	
10	3	2002	Sucre	Ovejas	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 99																	
11	3	2002	Meta	Puerto Lleras	Cabecera Municipal	Atentado Terrorista	Medios de Transporte - Vivienda Urbana	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 100																	
11	3	2002	Magdalena	Ciénaga	Corregimiento Orihueca	Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 101																	
12	3	2002	Putumayo	Valle del Guamuez (La Hormiga)	Vereda La Joya	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 101																	
12	3	2002	Santander	Bucaramanga	Sitio Los Colorados	Sabotaje	Medios de Transporte	Guerrilla	Guerrilla-EPL			 Noche y Niebla # 23 Pp. 101																	
13	3	2002	Cauca	Patía (El Bordo)		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 103																	
13	3	2002	Putumayo	Mocoa		Sabotaje	Medios de Transporte	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp. 103																	
14	3	2002	Caquetá	La Montañita	Vía Montañita - El Paujil. Sitios El Líbano y Los Morros	Sabotaje-Quema de Vehículos	Medios de Transporte - Material Electoral	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 104																	
15	3	2002	Cesar	Agustín Codazzi	Zona Rural	Asesinato Selectivo-Quema de Vehículos	Medio de Transporte	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 23 Pp. 106																	
15	3	2002	Antioquia	San Luis	Sitio La Habana	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 23 Pp. 105 y 106																	
16	3	2002	Tolima	Venadillo	Sitio Los Chorros	Acciones Bélicas-Asesinato Selectivo	Medio de Transporte	Guerrilla	Guerrilla-FARC	 		Noche y Niebla # 23 Pp. 108																	
16	3	2002	Tolima	Venadillo	Sitio Los Chorros	Acciones Bélicas-Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC		2	 Noche y Niebla # 23 Pp.  108																	
16	3	2002	Tolima	Venadillo	Cabecera Municipal	Acciones Bélicas		Guerrilla	Guerrilla-FARC			Banco de Datos de Derechos Humanos y Violencia Política																	
17	3	2002	Norte de Santander	Tibú	Sitio La Milagrosa	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp.  110																	
17	3	2002	Caquetá	El Doncello	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC			Banco de Datos de Derechos Humanos y Violencia Política																	
18	3	2002	Antioquia	La Unión	Vereda San Juan	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 23 Pp.  111																	
18	3	2002	Nariño	Ipiales	Sector El Pedregal	Sabotaje	Infaestructura Vial - Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 110																	
20	3	2002	Caquetá	Florencia		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 114																	
20	3	2002	Sucre	Coloso	Corregimiento Chinulito	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ERP			 Noche y Niebla # 23 Pp. 114																	
20	3	2002	Caquetá	Puerto Rico	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 114																	
23	3	2002	Arauca	Saravena	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC			Banco de Datos de Derechos Humanos y Violencia Política																	
27	3	2002	Huila	Neiva	Cerro El Águila	Sabotaje	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 122																	
28	3	2002	Risaralda	Guática	Corregimiento San Clemente	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC y ELN			 Noche y Niebla # 23 Pp. 123																	
30	3	2002	Caldas	Pensilvania	Zona Rural	Sabotaje	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 124 y 125																	
30	3	2002	Cesar	Curumaní	Zona Rural	Sabotaje	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 23 Pp. 124																	
1	4	2002	Santander	Barrancabermeja		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 1																	
1	4	2002	Caldas	Samaná	Corregimiento Norcasia	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 1																	
3	4	2002	Santander	Bucaramanga		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 4																	
4	4	2002	Caquetá	Puerto Rico		Atentado Terrorista	Infraestructura de Comunicaciones	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 6																	
4	4	2002	Nariño	Tumaco	IP Llorente, Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 7																	
4	4	2002	Tolima	Alvarado		Sabotaje-Quema de Vehículos	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 6																	
5	4	2002	Bolívar	Magangué		Ataque a Propiedad	Propiedad Rural - Mercancia u objetos materiales	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 8																	
5	4	2002	Meta	Fuente de Oro	Cabecera Municipal	Atentado Terrorista	Vivienda Urbana 	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 8																	
5	4	2002	Boyacá	Sogamoso	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 24 Pp. 8																	
5	4	2002	Cundinamarca	Guayabetal	Zona Rural	Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 9																	
7	4	2002	Meta	Villavicencio	Cabecera Municipal	Atentado Terrorista	Vivienda-Establecimiento Comercial	Guerrilla	Guerrilla-FARC			Noche y Niebla # 24 Pp. 11																	
7	4	2002	Arauca	Arauca	Corregimiento Todos los Santos	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 10																	
7	4	2002	Arauca			Sabotaje	Infraestructura Energética (Oleoducto)	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 10																	
8	4	2002	Antioquia	Medellín	Barrio 20 de Julio	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 24 Pp. 12																	
8	4	2002	Huila	Neiva	IP San Luis	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 13																	
11	4	2002	Caquetá	San Vicente del Caguán	Cabecera Municipal	Acciones Bélicas		Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 17																	
11	4	2002	Cundinamarca	Junin	Sitio Sueva	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 18																	
11	4	2002	Bolívar	El Carmen de Bolívar		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 18																	
15	4	2002	Nariño	Colón (Genova)	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
15	4	2002	Cauca	Puracé	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
15	4	2002	Nariño	La Cruz	Cabecera Municipal	Acciones Bélicas	Lugares de Culto/Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 23																	
15	4	2002	Bolívar	Magangué	Zona Rural	Ataque a Propiedad	Propiedad Rural	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 23																	
17	4	2002	Antioquia	La Unión	Cabecera Municipal-Barrio Obrero de Cristo	Asesinato Selectivo	Vivienda	Grupos Paramilitares	Grupos Paramilitares	 		Noche y Niebla # 24 Pp. 29																	
17	4	2002	Valle del Cauca	Florida	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 28																	
19	4	2002	Boyacá	Guateque	Zona Rural	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla No Identificada			 Noche y Niebla # 24 Pp. 32																	
21	4	2002	Boyacá	Macanal	Vereda La Vega - Sitio Quebrada Honda	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 34																	
22	4	2002	Cundinamarca	Villapinzón	Vía Villapinzón - Chocontá	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 36																	
23	4	2002	Caquetá	El Paujil	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Hospital	Guerrilla	Guerrilla-FARC			Banco de Datos de Derechos Humanos y Violencia Política																	
26	4	2002	Antioquia	Apartadó		Masacre	Infraestructura Empresarial	Guerrilla	Guerrilla-FARC			Noche y Niebla # 24 Pp. 39																	
1	5	2002	Antioquia	Barbosa		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 44																	
1	5	2002	Tolima	Cajamarca	Sitio Los Chorros	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 43																	
1	5	2002	La Guajira	Albania		Sabotaje	Infraestructura Energética	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 44																	
2	5	2002	Chocó	Bojaya	Cabecera Municipal	Acciones Bélicas-Masacre	Bienes y Lugares de Culto  	Guerrilla-Grupos Paramilitares	Grupos Paramilitares-FARC			Noche y Niebla # 24 Pp.47-48 Memoria Histórica Bojayá La guerra sin límites																	
2	5	2002	Antioquia	Cocorná	Vía Medellín - Bogotá D.C.. Sitio El Descanso	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 24 Pp. 46																	
3	5	2002	Tolima	Rovira	Cabecera Municipal	Acciones Bélicas	Vivienda	Guerrilla	Guerrilla-FARC																				
11	5	2002	Caldas	Salamina	Vereda San Lorenzo	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 58																	
12	5	2002	Quindio	Calarcá	Sitio Sierra Morena	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 59																	
13	5	2002	Quindio	Calarcá	Corregimiento La Bella	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 61																	
15	5	2002	Antioquia	Cocorná	Cabecera Municipal	Acciones Bélicas	Vivienda/Establecimiento Comercial	Guerrilla	Guerrilla-FARC																				
16	5	2002	Magdalena	Ciénaga	Corregimiento Sevilla - Sitio La Ceiba	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 65																	
17	5	2002	Nariño	Barbacoas	Cabecera Municipal	Acciones Bélicas	Entidades Públicas/Vivienda	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 67																	
17	5	2002	Caquetá	Morelia	Vía Morelia - Belén de los Andaquies. Sitio Aguas Calientes	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 77																	
17	5	2002	Caquetá	Morelia	Vía Morelia - Belén de los Andaquies	Sabotaje-Quema de Vehículos	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 66																	
20	5	2002	Antioquia	Yarumal	Vía Yurumal - Valdivia	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 71																	
20	5	2002	Antioquia	La Pintada	Zona Rural	Sabotaje-Quema de Vehículos	Infraestructura Víal-Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 71																	
21	5	2002	Antioquia	Medellín	Cabecera Municipal	Masacre	Vivienda	Fuerza Pública	Ejército Nacional			Noche y Niebla # 24 Pp. 73-74																	
21	5	2002	La Guajira	San Juan del Cesar	Zona Rural	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			 Noche y Niebla # 24 Pp. 70																	
22	5	2002	Caldas	Salamina	IP Cañaveral	Asesinato Selectivo-Ataque a Propiedad	Propiedad Rural	Grupo Armado No Identificado	Grupo Armado No Identificado	 		Noche y Niebla # 24 Pp. 75																	
23	5	2002	Norte de Santander	Tibú	IP Petrólea. Vía Tibú - Cúcuta	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			 Noche y Niebla # 24 Pp. 76																	
